gene_symbol	ensembl_gene_id	transcript_id	mane_select	canonical	pLI	loeuf	missense_z	lof_oe	lof_observed	lof_expected	gene_flags	constraint_flags	exome_prop_bp_an90	exome_prop_segdup	exome_prop_lcr
ACER3	ENSG00000078124	ENST00000532485	true	true	9.8400e-01	4.9691e-01	2.3385e+00	3.2717e-01	16	4.8905e+01			9.9126e-01	0.0000e+00	0.0000e+00
ACHE	ENSG00000087085	ENST00000241069	true	true	9.4826e-01	5.1768e-01	3.5766e+00	3.5280e-01	19	5.3854e+01			9.8480e-01	0.0000e+00	0.0000e+00
ACIN1	ENSG00000100813	ENST00000605057	true	true	1.0000e+00	1.6578e-01	2.6827e+00	1.0915e-01	16	1.4659e+02			9.8571e-01	0.0000e+00	2.3383e-02
ACKR1	ENSG00000213088	ENST00000368122	true	true	3.2899e-02	3.0605e+00	-9.1816e-01	1.1841e+00	3	2.5335e+00			1.0000e+00	0.0000e+00	0.0000e+00
ACKR2	ENSG00000144648	ENST00000422265	true	true			3.9691e-01					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
ACKR3	ENSG00000144476	ENST00000272928	true	true	9.5948e-01	5.2842e-01	1.5494e+00	2.6773e-01	6	2.2411e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACKR4	ENSG00000129048	ENST00000249887	true	true	7.5088e-01	7.3847e-01	5.2956e+00	2.3459e-01	2	8.5255e+00	low_exome_mapping_quality		9.8762e-01	1.0000e+00	0.0000e+00
ACLY	ENSG00000131473	ENST00000352035	true	true	1.0000e+00	4.0007e-01	4.5619e+00	3.0834e-01	41	1.3297e+02			9.9516e-01	0.0000e+00	0.0000e+00
ACMSD	ENSG00000153086	ENST00000356140	true	true	7.8766e-11	1.0597e+00	-2.7300e-01	8.0555e-01	37	4.5931e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACO1	ENSG00000122729	ENST00000309951	true	true	8.2998e-20	8.9634e-01	1.8692e+00	7.4246e-01	78	1.0506e+02			1.0000e+00	0.0000e+00	0.0000e+00
ACO2	ENSG00000100412	ENST00000216254	true	true	9.6956e-01	4.9532e-01	4.5765e+00	3.6701e-01	31	8.4466e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOD1	ENSG00000102794	ENST00000377462	true	true	1.3839e-05	1.5430e+00	9.9151e-01	9.8703e-01	14	1.4184e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOT1	ENSG00000184227	ENST00000311148	true	true	6.3425e-02	9.2115e-01	7.1326e+00	5.1052e-01	8	1.5670e+01	low_exome_mapping_quality	outlier_syn	2.5020e-01	1.0000e+00	0.0000e+00
ACOT11	ENSG00000162390	ENST00000343744	true	true	2.8622e-21	1.0880e+00	7.1374e-01	8.9047e-01	69	7.7487e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOT12	ENSG00000172497	ENST00000307624	true	true	1.5869e-13	9.5122e-01	-4.1430e-01	7.5327e-01	51	6.7705e+01			9.5435e-01	0.0000e+00	0.0000e+00
ACOT13	ENSG00000112304	ENST00000230048	true	true	6.7212e-04	1.4436e+00	6.8405e-02	8.5108e-01	10	1.1750e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOT2	ENSG00000119673	ENST00000238651	true	true	1.0316e-04	1.1517e+00	2.3437e+00	7.4797e-01	15	2.0054e+01	low_exome_mapping_quality		7.5017e-01	1.0000e+00	0.0000e+00
ACOT4	ENSG00000177465	ENST00000326303	true	true	3.5271e-07	1.5601e+00	-3.0298e-01	1.0521e+00	18	1.7109e+01			9.2953e-01	0.0000e+00	0.0000e+00
ACOT6	ENSG00000205669	ENST00000645972	true	true	4.3202e-06	1.7776e+00	5.2341e-01	1.1371e+00	14	1.2312e+01			5.7007e-01	0.0000e+00	0.0000e+00
ACOT7	ENSG00000097021	ENST00000361521	true	true	9.9105e-01	4.8306e-01	2.5131e+00	2.9815e-01	12	4.0248e+01			8.7117e-01	0.0000e+00	0.0000e+00
ACOT8	ENSG00000101473	ENST00000217455	true	true	2.9075e-09	1.0884e+00	1.0127e+00	8.0643e-01	31	3.8441e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOT9	ENSG00000123130	ENST00000379303	true	true	1.2154e-10	1.1400e+00	7.1412e-01	8.5629e-01	34	3.9706e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOX1	ENSG00000161533	ENST00000293217	true	true	1.7301e-06	7.0432e-01	3.0586e+00	5.4283e-01	41	7.5530e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOX2	ENSG00000168306	ENST00000302819	true	true	1.1442e-15	9.4578e-01	6.2414e-01	7.6144e-01	59	7.7485e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOX3	ENSG00000087008	ENST00000356406	true	true	1.3741e-22	1.0887e+00	-2.6533e-01	8.9609e-01	73	8.1465e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACOXL	ENSG00000153093	ENST00000439055	true	true	1.2753e-23	1.1878e+00	5.2404e-01	9.7357e-01	70	7.1900e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACP1	ENSG00000143727	ENST00000272065	true	true	1.8214e-08	1.3943e+00	5.3602e-01	9.8417e-01	23	2.3370e+01			1.0000e+00	3.8186e-01	0.0000e+00
ACP2	ENSG00000134575	ENST00000672073	true	true	8.3830e-08	8.4800e-01	1.3097e+00	6.3960e-01	35	5.4722e+01			9.9842e-01	0.0000e+00	0.0000e+00
ACP3	ENSG00000014257	ENST00000336375	true	true	1.8619e-11	1.0915e+00	-5.4559e-02	8.3272e-01	38	4.5633e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACP4	ENSG00000142513	ENST00000270593	true	true	9.5118e-18	1.3157e+00	-2.6086e-01	1.0370e+00	49	4.7253e+01			9.8279e-01	0.0000e+00	0.0000e+00
ACP5	ENSG00000102575	ENST00000648477	true	true	1.0988e-07	1.1778e+00	1.4152e+00	8.3748e-01	24	2.8657e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACP6	ENSG00000162836	ENST00000583509	true	true	8.3197e-17	1.2683e+00	8.1801e-01	9.9715e-01	48	4.8137e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACP7	ENSG00000183760	ENST00000331256	true	true	2.3004e-19	1.1905e+00	3.8868e-01	9.5665e-01	58	6.0628e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACR	ENSG00000100312	ENST00000216139	true	true	1.8836e-04	9.8022e-01	1.5774e+00	6.5350e-01	17	2.6014e+01	low_exome_mapping_quality		8.0364e-01	5.5265e-01	9.0261e-02
ACRBP	ENSG00000111644	ENST00000229243	true	true	8.7676e-14	9.4987e-01	1.1344e+00	7.5392e-01	52	6.8973e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACRV1	ENSG00000134940	ENST00000533904	true	true	9.7257e-04	8.7182e-01	5.2795e-01	5.8123e-01	17	2.9248e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSBG1	ENSG00000103740	ENST00000258873	true	true	2.0772e-04	6.3510e-01	1.8993e+00	4.8624e-01	39	8.0208e+01			9.9586e-01	0.0000e+00	0.0000e+00
ACSBG2	ENSG00000130377	ENST00000588485	true	true	6.0980e-18	1.0260e+00	1.3067e+00	8.3045e-01	62	7.4659e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSF2	ENSG00000167107	ENST00000300441	true	true	1.5235e-11	8.2668e-01	2.1416e+00	6.5614e-01	52	7.9252e+01			9.3062e-01	0.0000e+00	0.0000e+00
ACSF3	ENSG00000176715	ENST00000614302	true	true	1.8140e-35	1.7694e+00	-2.5483e+00	1.4657e+00	78	5.3218e+01			9.4734e-01	0.0000e+00	0.0000e+00
ACSL1	ENSG00000151726	ENST00000281455	true	true	1.3389e-01	5.4076e-01	2.1405e+00	4.1677e-01	41	9.8376e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSL3	ENSG00000123983	ENST00000357430	true	true	4.7506e-01	5.3438e-01	2.7873e+00	4.0139e-01	34	8.4707e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSL4	ENSG00000068366	ENST00000672401	true	true	1.0000e+00	3.1979e-01	3.0845e+00	1.8326e-01	9	4.9110e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSL5	ENSG00000197142	ENST00000354655	true	true	3.0119e-09	7.4520e-01	8.1991e-01	5.8875e-01	50	8.4926e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSL6	ENSG00000164398	ENST00000651883	true	true	8.9459e-05	6.1041e-01	2.1509e+00	4.7867e-01	47	9.8189e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSM1	ENSG00000166743	ENST00000520010	true	true	2.1881e-28	1.2569e+00	7.0134e-01	1.0423e+00	79	7.5791e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSM2A	ENSG00000183747	ENST00000573854	true	true	1.9788e-23	1.1440e+00	3.9331e-01	9.4027e-01	72	7.6574e+01	low_exome_mapping_quality		9.8267e-01	1.0000e+00	0.0000e+00
ACSM2B	ENSG00000066813	ENST00000329697	true	true	6.9122e-15	9.1824e-01	3.7147e-01	7.3789e-01	58	7.8603e+01	low_exome_mapping_quality		1.0000e+00	1.0000e+00	0.0000e+00
ACSM3	ENSG00000005187	ENST00000289416	true	true	1.6395e-17	1.0185e+00	5.9831e-01	8.2292e-01	61	7.4126e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSM4	ENSG00000215009	ENST00000399422	true	true	1.0691e-20	1.1093e+00	1.1068e+00	9.0377e-01	66	7.3028e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSM5	ENSG00000183549	ENST00000331849	true	true	2.2902e-15	9.7771e-01	4.7347e-02	7.8261e-01	56	7.1555e+01			1.0000e+00	1.0000e+00	0.0000e+00
ACSM6	ENSG00000173124	ENST00000341686	false	true	1.3359e-08	9.0878e-01	1.3247e+00	6.8544e-01	35	5.1062e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACSS1	ENSG00000154930	ENST00000323482	true	true	4.4389e-07	7.2179e-01	2.1427e+00	5.5805e-01	42	7.5263e+01			9.5210e-01	0.0000e+00	0.0000e+00
ACSS2	ENSG00000131069	ENST00000360596	true	true	2.7716e-12	7.9677e-01	2.1611e+00	6.4027e-01	58	9.0587e+01			9.1536e-01	0.0000e+00	0.0000e+00
ACSS3	ENSG00000111058	ENST00000548058	true	true	6.9685e-17	9.3638e-01	7.6210e-01	7.6046e-01	64	8.4159e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTA1	ENSG00000143632	ENST00000366684	true	true	1.3795e-06	9.7472e-01	6.6324e+00	6.9790e-01	25	3.5822e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTA2	ENSG00000107796	ENST00000224784	true	true	9.8725e-01	4.9182e-01	5.0186e+00	3.0355e-01	12	3.9532e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTB	ENSG00000075624	ENST00000646664	true	true	9.9999e-01	2.0618e-01	8.7811e+00	6.5496e-02	2	3.0536e+01			1.0000e+00	1.0000e+00	0.0000e+00
ACTBL2	ENSG00000169067	ENST00000423391	true	true	2.3657e-12	1.7060e+00	-7.3153e-01	1.2512e+00	29	2.3178e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTC1	ENSG00000159251	ENST00000290378	true	true	9.4607e-01	5.3610e-01	7.1523e+00	3.1606e-01	10	3.1640e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTG1	ENSG00000184009	ENST00000573283	true	true	3.2605e-01	6.3846e-01	5.4953e+00	4.0840e-01	14	3.4280e+01		outlier_syn	1.0000e+00	1.0000e+00	0.0000e+00
ACTG2	ENSG00000163017	ENST00000345517	true	true	1.7826e-01	6.4649e-01	4.8685e+00	4.2565e-01	16	3.7590e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTL10	ENSG00000288649	ENST00000677665	true	true			-1.2071e+00					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
ACTL6A	ENSG00000136518	ENST00000429709	true	true	1.0000e+00	1.7752e-01	4.4946e+00	8.4429e-02	5	5.9221e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTL6B	ENSG00000077080	ENST00000160382	true	true	6.9916e-13	9.6425e-01	3.9621e+00	7.5808e-01	48	6.3317e+01			9.8044e-01	0.0000e+00	0.0000e+00
ACTL7A	ENSG00000187003	ENST00000333999	true	true	5.3433e-09	1.2303e+00	1.0384e-01	8.9217e-01	27	3.0263e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTL7B	ENSG00000148156	ENST00000374667	true	true	9.1954e-05	1.2518e+00	-4.4686e-01	8.0075e-01	14	1.7484e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTL8	ENSG00000117148	ENST00000375406	true	true	5.6652e-01	8.3195e-01	2.1382e+00	3.2189e-01	3	9.3199e+00			1.0000e+00	0.0000e+00	0.0000e+00
ACTL9	ENSG00000181786	ENST00000324436	true	true	1.5640e-01	5.2329e+00	-5.4077e-01	1.1031e+00	1	9.0654e-01			9.9840e-01	0.0000e+00	0.0000e+00
ACTN1	ENSG00000072110	ENST00000394419	true	true	1.0000e+00	3.4013e-01	5.6017e+00	2.5077e-01	30	1.1963e+02			1.0000e+00	0.0000e+00	0.0000e+00
ACTN2	ENSG00000077522	ENST00000366578	true	true	9.9975e-01	4.4764e-01	2.3096e+00	3.4272e-01	39	1.1380e+02			1.0000e+00	0.0000e+00	0.0000e+00
ACTN3	ENSG00000248746	ENST00000513398	true	true	1.4083e-23	9.0554e-01	-7.1912e-02	7.6071e-01	91	1.1962e+02			9.9778e-01	0.0000e+00	0.0000e+00
ACTN4	ENSG00000130402	ENST00000252699	true	true	1.0000e+00	2.3382e-01	6.4911e+00	1.5768e-01	18	1.1416e+02			9.9963e-01	1.1526e-01	0.0000e+00
ACTR10	ENSG00000131966	ENST00000254286	true	true	8.9938e-12	9.8706e-01	7.9155e-01	7.6545e-01	43	5.6176e+01			9.8961e-01	0.0000e+00	0.0000e+00
ACTR1A	ENSG00000138107	ENST00000369905	true	true	1.0000e+00	3.3426e-01	4.5908e+00	1.9706e-01	10	5.0745e+01			1.0000e+00	1.2500e-01	0.0000e+00
ACTR1B	ENSG00000115073	ENST00000289228	true	true	2.0314e-08	9.1542e-01	9.5932e-01	6.8759e-01	34	4.9448e+01			9.5745e-01	0.0000e+00	0.0000e+00
ACTR2	ENSG00000138071	ENST00000260641	true	true	1.0000e+00	2.0950e-01	5.8480e+00	9.9639e-02	5	5.0181e+01			1.0000e+00	1.4213e-01	0.0000e+00
ACTR3	ENSG00000115091	ENST00000263238	true	true	1.0000e+00	3.4236e-01	4.3424e+00	2.1131e-01	12	5.6789e+01			9.8565e-01	0.0000e+00	0.0000e+00
ACTR3B	ENSG00000133627	ENST00000256001	true	true	1.0000e+00	2.4460e-01	5.5764e+00	1.3556e-01	8	5.9013e+01	low_exome_mapping_quality		9.0670e-01	7.2329e-01	0.0000e+00
ACTR3C	ENSG00000106526	ENST00000683684	true	true	6.4002e-05	1.0135e+00	1.7973e+00	6.8349e-01	18	2.6335e+01	low_exome_mapping_quality		8.9524e-01	1.0000e+00	0.0000e+00
ACTR5	ENSG00000101442	ENST00000243903	true	true	1.1281e-10	9.0664e-01	-2.4036e-01	7.0309e-01	43	6.1159e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTR6	ENSG00000075089	ENST00000188312	true	true	9.8930e-17	1.2046e+00	2.5194e+00	9.5167e-01	50	5.2539e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACTR8	ENSG00000113812	ENST00000335754	true	true	4.1341e-20	1.0130e+00	1.5842e+00	8.3032e-01	70	8.4305e+01			9.9573e-01	0.0000e+00	0.0000e+00
ACTRT1	ENSG00000123165	ENST00000371124	true	true	2.0071e-01	3.2791e+00	-1.0621e+00	6.9124e-01	1	1.4467e+00			1.0000e+00	0.0000e+00	0.0000e+00
ACTRT2	ENSG00000169717	ENST00000378404	true	true	1.8312e-01	3.8139e+00	1.8929e-01	8.0397e-01	1	1.2438e+00			9.9735e-01	0.0000e+00	0.0000e+00
ACTRT3	ENSG00000184378	ENST00000330368	true	true	2.7181e-05	1.3109e+00	1.9064e-01	8.5131e-01	15	1.7620e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACVR1	ENSG00000115170	ENST00000434821	true	true	6.8636e-09	8.7249e-01	2.9583e+00	6.6565e-01	38	5.7087e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACVR1B	ENSG00000135503	ENST00000257963	true	true	9.9983e-01	4.1560e-01	5.1258e+00	2.6990e-01	15	5.5576e+01			9.3993e-01	0.0000e+00	0.0000e+00
ACVR1C	ENSG00000123612	ENST00000243349	true	true	5.0085e-01	5.6310e-01	2.2120e+00	3.9746e-01	23	5.7868e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACVR2A	ENSG00000121989	ENST00000241416	true	true	1.0000e+00	2.1410e-01	5.1261e+00	1.1399e-01	7	6.1411e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACVR2B	ENSG00000114739	ENST00000352511	true	true	9.9994e-01	4.1030e-01	3.2758e+00	2.7669e-01	18	6.5054e+01			9.6615e-01	0.0000e+00	0.0000e+00
ACVRL1	ENSG00000139567	ENST00000388922	true	true	6.6833e-01	5.6008e-01	3.6119e+00	3.8544e-01	20	5.1889e+01			9.9205e-01	0.0000e+00	0.0000e+00
ACY1	ENSG00000243989	ENST00000636358	true	true	1.0339e-09	9.3406e-01	1.0442e+00	7.1261e-01	38	5.3325e+01			9.9346e-01	0.0000e+00	0.0000e+00
ACY3	ENSG00000132744	ENST00000255082	true	true	2.0658e-06	1.1802e+00	7.7744e-02	8.1218e-01	20	2.4625e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACYP1	ENSG00000119640	ENST00000238618	true	true	4.2639e-03	1.3848e+00	9.5610e-01	7.6747e-01	8	1.0424e+01			1.0000e+00	0.0000e+00	0.0000e+00
ACYP2	ENSG00000170634	ENST00000607452	true	true	3.2976e-05	1.7432e+00	-1.3544e+00	1.0759e+00	12	1.1153e+01			4.6318e-01	0.0000e+00	0.0000e+00
ADA	ENSG00000196839	ENST00000372874	true	true	1.1561e-14	1.1778e+00	5.3946e-01	9.1864e-01	45	4.8986e+01			1.0000e+00	0.0000e+00	0.0000e+00
ADA2	ENSG00000093072	ENST00000399837	true	true	6.9840e-07	8.9385e-01	1.3054e-01	6.5557e-01	29	4.4237e+01			1.0000e+00	0.0000e+00	0.0000e+00
ADAD1	ENSG00000164113	ENST00000296513	true	true	4.6642e-11	8.8109e-01	1.0578e+00	6.8910e-01	46	6.6753e+01			1.0000e+00	6.4236e-02	0.0000e+00
ADAD2	ENSG00000140955	ENST00000315906	true	true	1.0210e-22	1.3643e+00	-4.5450e+00	1.1004e+00	60	5.4525e+01		outlier_mis|outlier_syn	1.0000e+00	0.0000e+00	0.0000e+00
ADAL	ENSG00000168803	ENST00000562188	true	true	3.5499e-13	1.1984e+00	8.3229e-01	9.2065e-01	40	4.3448e+01			1.0000e+00	0.0000e+00	0.0000e+00
ADAM10	ENSG00000137845	ENST00000260408	true	true	1.0000e+00	2.8286e-01	4.2922e+00	1.8858e-01	17	9.0147e+01			1.0000e+00	0.0000e+00	0.0000e+00
ADAM11	ENSG00000073670	ENST00000200557	true	true	2.0385e-01	5.2220e-01	3.5649e+00	4.1157e-01	49	1.1906e+02			8.8947e-01	0.0000e+00	5.6350e-03
ADAM12	ENSG00000148848	ENST00000448723	true	true	2.9334e-15	8.0297e-01	2.0168e+00	6.5813e-01	70	1.0636e+02			9.6468e-01	0.0000e+00	0.0000e+00
ADAM15	ENSG00000143537	ENST00000356955	true	true	2.1991e-17	8.1811e-01	2.0017e+00	6.7683e-01	77	1.1377e+02			9.8725e-01	0.0000e+00	0.0000e+00
ADAM17	ENSG00000151694	ENST00000310823	true	true	4.4012e-01	5.2668e-01	3.1650e+00	4.0323e-01	39	9.6718e+01			9.9231e-01	0.0000e+00	0.0000e+00
ADAM18	ENSG00000168619	ENST00000265707	true	true	5.6254e-48	1.4457e+00	-8.0553e-01	1.2399e+00	117	9.4359e+01			1.0000e+00	0.0000e+00	0.0000e+00
ADAM19	ENSG00000135074	ENST00000257527	true	true	8.8322e-11	6.9645e-01	1.7417e+00	5.6653e-01	65	1.1473e+02			9.6587e-01	0.0000e+00	0.0000e+00
ADAM2	ENSG00000104755	ENST00000265708	true	true	2.5024e-35	1.1998e+00	-9.9667e-01	1.0169e+00	101	9.9318e+01			9.6871e-01	0.0000e+00	0.0000e+00
ADAM20	ENSG00000134007	ENST00000256389	true	true			1.7527e-01					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
ADAM21	ENSG00000139985	ENST00000603540	true	true			2.8321e+00					no_exp_lof	9.9631e-01	1.0000e+00	0.0000e+00
ADAM22	ENSG00000008277	ENST00000413139	true	true	2.5852e-04	5.5271e-01	2.6125e+00	4.4960e-01	65	1.4457e+02			9.8306e-01	0.0000e+00	0.0000e+00
ADAM23	ENSG00000114948	ENST00000264377	true	true	1.0000e+00	3.6752e-01	2.5728e+00	2.7486e-01	33	1.2006e+02			9.1426e-01	0.0000e+00	0.0000e+00
ADAM28	ENSG00000042980	ENST00000265769	true	true	2.0966e-37	1.2199e+00	-1.1456e+00	1.0373e+00	105	1.0123e+02			9.9269e-01	0.0000e+00	0.0000e+00
ADAM29	ENSG00000168594	ENST00000359240	true	true			4.4165e-01					no_exp_lof	9.9756e-01	0.0000e+00	0.0000e+00
ADAM30	ENSG00000134249	ENST00000369400	true	true			-8.5391e-03					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
ADAM32	ENSG00000197140	ENST00000379907	true	true	1.5657e-23	9.2358e-01	8.7628e-01	7.7435e-01	89	1.1494e+02			9.3647e-01	0.0000e+00	0.0000e+00
ADAM33	ENSG00000149451	ENST00000356518	true	true	2.5457e-34	1.1419e+00	-3.0076e-01	9.6943e-01	103	1.0625e+02			9.6515e-01	0.0000e+00	0.0000e+00
ADAM7	ENSG00000069206	ENST00000175238	true	true	2.1293e-31	1.1159e+00	-1.1649e+00	9.4263e-01	97	1.0290e+02			1.0000e+00	0.0000e+00	0.0000e+00
ADAM8	ENSG00000151651	ENST00000445355	true	true	2.5136e-36	1.1956e+00	3.3844e-01	1.0159e+00	104	1.0238e+02			9.2273e-01	0.0000e+00	0.0000e+00
ADAM9	ENSG00000168615	ENST00000487273	true	true	2.3581e-06	6.2656e-01	2.2642e+00	4.9947e-01	54	1.0811e+02			9.9919e-01	0.0000e+00	0.0000e+00
ADAMDEC1	ENSG00000134028	ENST00000256412	true	true	4.2456e-22	1.2691e+00	-5.3912e-01	1.0272e+00	62	6.0355e+01			1.0000e+00	0.0000e+00	0.0000e+00
ADAMTS1	ENSG00000154734	ENST00000284984	true	true	1.0000e+00	3.1729e-01	2.2963e-01	2.1623e-01	19	8.7868e+01			1.0000e+00	0.0000e+00	0.0000e+00
ADAMTS10	ENSG00000142303	ENST00000597188	true	true	9.9974e-01	4.4927e-01	4.6803e+00	3.5321e-01	48	1.3590e+02			9.6464e-01	0.0000e+00	0.0000e+00
ADAMTS12	ENSG00000151388	ENST00000504830	true	true	1.5759e-27	8.1958e-01	7.9003e-01	7.0338e-01	118	1.6776e+02			1.0000e+00	0.0000e+00	0.0000e+00
ADAMTS13	ENSG00000160323	ENST00000355699	true	true	5.0822e-26	8.3120e-01	1.8110e+00	7.0944e-01	110	1.5505e+02			9.6548e-01	0.0000e+00	0.0000e+00
ADAMTS14	ENSG00000138316	ENST00000373207	true	true	2.0208e-26	9.1788e-01	1.0117e+00	7.7734e-01	100	1.2864e+02			9.9646e-01	0.0000e+00	0.0000e+00
ADAMTS15	ENSG00000166106	ENST00000299164	true	true	1.5637e-02	5.8692e-01	-6.2554e-02	4.4268e-01	35	7.9064e+01			9.3754e-01	0.0000e+00	0.0000e+00
ADAMTS16	ENSG00000145536	ENST00000274181	true	true	1.6975e-19	7.6521e-01	6.9438e-02	6.4465e-01	94	1.4582e+02			9.9755e-01	0.0000e+00	0.0000e+00
ADAMTS17	ENSG00000140470	ENST00000268070	true	true	1.4110e-30	9.3393e-01	-1.5448e+00	7.9882e-01	113	1.4146e+02			9.1111e-01	0.0000e+00	2.2222e-02
ADAMTS18	ENSG00000140873	ENST00000282849	true	true	1.0308e-50	1.0805e+00	-5.5095e+00	9.4652e-01	157	1.6587e+02		outlier_mis|outlier_syn	9.9863e-01	0.0000e+00	3.0030e-03
ADAMTS19	ENSG00000145808	ENST00000274487	true	true	2.4197e-17	7.2080e-01	7.5899e-01	6.0667e-01	93	1.5330e+02			8.9805e-01	0.0000e+00	2.3358e-02
ADAMTS2	ENSG00000087116	ENST00000251582	true	true	3.5329e-01	5.1439e-01	2.1815e+00	4.0639e-01	50	1.2303e+02			9.5596e-01	0.0000e+00	2.8076e-02
ADAMTS20	ENSG00000173157	ENST00000389420	true	true	5.5207e-65	9.6630e-01	-5.4951e-01	8.6523e-01	225	2.6005e+02			9.9284e-01	0.0000e+00	0.0000e+00
ADAMTS3	ENSG00000156140	ENST00000286657	true	true	5.8950e-12	6.8767e-01	6.3036e-01	5.6598e-01	73	1.2898e+02			9.9751e-01	0.0000e+00	0.0000e+00
ADAMTS4	ENSG00000158859	ENST00000367996	true	true	8.4099e-07	7.4665e-01	1.3103e+00	5.6964e-01	38	6.6709e+01			1.0000e+00	0.0000e+00	0.0000e+00
ADAMTS5	ENSG00000154736	ENST00000284987	true	true	3.9187e-12	8.3170e-01	4.3695e-01	6.6300e-01	54	8.1448e+01			9.9749e-01	0.0000e+00	0.0000e+00
ADAMTS6	ENSG00000049192	ENST00000381055	true	true	1.0000e+00	2.2588e-01	4.3703e+00	1.5943e-01	23	1.4426e+02			9.9135e-01	0.0000e+00	0.0000e+00
ADAMTS7	ENSG00000136378	ENST00000388820	true	true	5.0103e-11	6.1499e-01	3.3622e+00	5.1562e-01	89	1.7261e+02			9.7173e-01	9.8023e-01	0.0000e+00
ADAMTS8	ENSG00000134917	ENST00000257359	true	true	1.0069e-13	9.8291e-01	1.9830e-01	7.7655e-01	50	6.4387e+01			9.5276e-01	0.0000e+00	1.0124e-02
ADAMTS9	ENSG00000163638	ENST00000498707	true	true	2.5170e-02	4.8876e-01	9.9671e-01	4.1624e-01	107	2.5706e+02			9.9948e-01	0.0000e+00	0.0000e+00
ADAMTSL1	ENSG00000178031	ENST00000380548	true	true	2.0770e-24	7.2382e-01	-3.5853e+00	6.2430e-01	126	2.0183e+02		outlier_mis	1.0000e+00	0.0000e+00	0.0000e+00
ADAMTSL2	ENSG00000197859	ENST00000651351	true	true	5.9294e-05	5.8829e-01	1.9990e+00	4.6995e-01	55	1.1703e+02			9.4988e-01	0.0000e+00	0.0000e+00
ADAMTSL3	ENSG00000156218	ENST00000286744	true	true	1.6616e-25	7.3498e-01	1.2007e+00	6.3466e-01	128	2.0168e+02			1.0000e+00	0.0000e+00	0.0000e+00
ADAMTSL4	ENSG00000143382	ENST00000271643	true	true	4.3476e-26	9.3490e-01	5.0857e-01	7.8973e-01	97	1.2283e+02			9.9845e-01	0.0000e+00	0.0000e+00
ADAMTSL5	ENSG00000185761	ENST00000330475	true	true	5.8773e-19	1.2895e+00	-1.5388e+00	1.0257e+00	53	5.1672e+01			9.7877e-01	0.0000e+00	0.0000e+00
ADAP1	ENSG00000105963	ENST00000265846	true	true	1.2463e-05	7.6204e-01	-4.2500e-01	5.6464e-01	31	5.4902e+01			9.2692e-01	0.0000e+00	0.0000e+00
ADAP2	ENSG00000184060	ENST00000330889	true	true	1.6153e-11	9.8961e-01	1.0006e+00	7.6511e-01	42	5.4894e+01			9.1776e-01	0.0000e+00	0.0000e+00
